Voyage ID,Year arrived with captives,Total disembarked (IMP),Total embarked (IMP),Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)",Crew at first landing of captives,Crew at voyage outset,Standardized Tonnage (IMP),Sterling cash price in Jamaica (IMP),Percentage of captives who died during crossing (IMP),Percent women,Outcome of voyage if ship captured,Flag of vessel (IMP),Region where vessel's voyage ended (IMP),Rig of Vessel,Place where vessel's voyage ended,Month purchase of captives began,percent men,Month voyage completed,Region of return,Percent boys,Principal region of captive disembarkation (IMP),Principal region of captive purchase,Month vessel departed Africa,Month voyage began,Place where vessel's voyage began (IMP),Month first disembarkation of captives,Broad region of captive disembarkation (IMP),Percent girls,Particular outcome,Principal place where captives were landed (IMP),Percent children,Percent women,Month departed last place of landing,Outcome of voyage for investors,Outcome of voyage for captives,Principal place where captives were purchased,Resistance,Percent male,Percent female,Broad region where voyage began (IMP),Broad region of captive purchase (IMP),voyage_sources,enslavers
9864,1686.0,103.0,117.0,0.0,0.0,0.0,0.0,47.2,0.0,0.0,0.21368,Not captured,Great Britain,England and Wales,0,0,0.0,0.76068,0.0,0,0.02564,Virginia,Senegambia and offshore Atlantic,6.0,3.0,London,9.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,"Virginia, port unspecified",0.02564,0.21368,0.0,0,Slaves disembarked in Americas,Gambia,0,0.78632,0.21367999999999998,Europe,Africa,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Investor: Royal African Company|Captain: James, Thomas"
9865,1686.0,68.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11688,Not captured,Great Britain,England and Wales,0,0,0.0,0.77922,0.0,0,0.09091,Virginia,Sierra Leone,6.0,2.0,London,9.0,Mainland North America,0.01299,Voyage completed as intended,"Virginia, port unspecified",0.1039,0.11688,0.0,0,Slaves disembarked in Americas,Bance/Bunce Island,0,0.87013,0.12987000000000004,Europe,Africa,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Investor: Royal African Company|Captain: Hellmont, Lambert"
9884,1684.0,110.0,130.0,0.0,0.0,0.0,0.0,47.2,0.0,0.15,0.16923,Not captured,Great Britain,England and Wales,0,0,0.0,0.79231,0.0,0,0.01538,Virginia,Senegambia and offshore Atlantic,5.0,3.0,London,9.0,Mainland North America,0.02308,Sold slaves in Americas - subsequent fate unknown,"Virginia, port unspecified",0.03846,0.16923,0.0,0,Slaves disembarked in Americas,Gambia,0,0.80769,0.19230999999999998,Europe,Africa,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Investor: Royal African Company|Captain: Attwell, Thomas"
9948,1679.0,177.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.44776,Not captured,Great Britain,England and Wales,0,0,0.0,0.48259,0.0,0,0.0398,Virginia,Senegambia and offshore Atlantic,3.0,0.0,London,5.0,Mainland North America,0.02985,Sold slaves in Americas - subsequent fate unknown,"Virginia, port unspecified",0.06965,0.44776,0.0,0,Slaves disembarked in Americas,Gambia,0,0.52239,0.47761,Europe,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Investor: Royal African Company|Captain: Booth, William|Captain: Pictck, Jos"
11295,1655.0,391.0,455.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Netherlands,Netherlands,0,Texel,0.0,0.0,0.0,Netherlands,0.0,New York,West Central Africa and St. Helena,0.0,11.0,Texel,9.0,Mainland North America,0.0,Voyage completed as intended,New York,0.0,0.0,11.0,0,Slaves disembarked in Americas,Loango,0,0.0,0.0,Europe,Africa,"  Binder, Franz. “Dataset of 17th century Dutch slave trading voyages.” Hull, United Kingdom, n.d. Wilberforce Institute for the Study of Slavery and Emancipation, University of Hull.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Rink, Oliver A. Holland on the Hudson: An Economic and Social History of Dutch New York. Ithaca, NY, USA: Cornell University Press, 1989.|  Van Dantzig, Albert, Het Nederlandse Aandeel in de Slavenhandel (Bussum, 1968)., n.d.|  Binder, Franz. “Dataset of 17th century Dutch slave trading voyages.” Hull, United Kingdom, n.d. Wilberforce Institute for the Study of Slavery and Emancipation, University of Hull.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Rink, Oliver A. Holland on the Hudson: An Economic and Social History of Dutch New York. Ithaca, NY, USA: Cornell University Press, 1989.|  Van Dantzig, Albert, Het Nederlandse Aandeel in de Slavenhandel (Bussum, 1968)., n.d.","Investor: Sweerts, Jan|Investor: Wittepaert, Dirck Pauw|Captain: Swart, Meijndert Lourensz"
11412,1663.0,85.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,British,Netherlands,Netherlands,Yaght,0,4.0,0.0,0.0,0,0.0,Virginia,West Central Africa and St. Helena,4.0,0.0,Texel,9.0,Mainland North America,0.0,Some slaves removed by pirates/privateers,"Virginia, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,Loango,0,0.0,0.0,Europe,Africa,"  Binder, Franz. “Dataset of 17th century Dutch slave trading voyages.” Hull, United Kingdom, n.d. Wilberforce Institute for the Study of Slavery and Emancipation, University of Hull.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  O’Callaghan, E. B. Voyages of the Slavers St. John and Arms of Amsterdam, 1659, 1663; Together with Additional Papers Illustrative of the Slave Trade Under the Dutch. Albany, NY, USA: J. Munsell, 1867.|  Binder, Franz. “Dataset of 17th century Dutch slave trading voyages.” Hull, United Kingdom, n.d. Wilberforce Institute for the Study of Slavery and Emancipation, University of Hull.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  O’Callaghan, E. B. Voyages of the Slavers St. John and Arms of Amsterdam, 1659, 1663; Together with Additional Papers Illustrative of the Slave Trade Under the Dutch. Albany, NY, USA: J. Munsell, 1867.","Captain: Nuchteren, Jan Gerritsen|Captain: Ridder, Paulus Heijn|Investor: West Indische Compagnie|Investor: Schulz, IC"
11414,1664.0,348.0,421.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Netherlands,Netherlands,0,Texel,0.0,0.5305084745762711,0.0,Netherlands,0.0,New York,West Central Africa and St. Helena,0.0,11.0,Texel,7.0,Mainland North America,0.0,Voyage completed as intended,New York,0.0,0.4694915254237288,8.0,0,Slaves disembarked in Americas,Loango,0,0.5305084745762711,0.46949152542372885,Europe,Africa,"  Binder, Franz. “Dataset of 17th century Dutch slave trading voyages.” Hull, United Kingdom, n.d. Wilberforce Institute for the Study of Slavery and Emancipation, University of Hull.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Grhring, Charles T., Jacob Adriaan Schiltkamp, and Peter Stuyvesant, eds. Curacao Papers, 1640-1665. Interlaken, NY, USA: Heart of the Lakes Publishers, 1987.|  O’Callaghan, E. B. Voyages of the Slavers St. John and Arms of Amsterdam, 1659, 1663; Together with Additional Papers Illustrative of the Slave Trade Under the Dutch. Albany, NY, USA: J. Munsell, 1867.|  Binder, Franz. “Dataset of 17th century Dutch slave trading voyages.” Hull, United Kingdom, n.d. Wilberforce Institute for the Study of Slavery and Emancipation, University of Hull.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Grhring, Charles T., Jacob Adriaan Schiltkamp, and Peter Stuyvesant, eds. Curacao Papers, 1640-1665. Interlaken, NY, USA: Heart of the Lakes Publishers, 1987.|  O’Callaghan, E. B. Voyages of the Slavers St. John and Arms of Amsterdam, 1659, 1663; Together with Additional Papers Illustrative of the Slave Trade Under the Dutch. Albany, NY, USA: J. Munsell, 1867.|  “New Netherland Institute, Voyages of New Netherland Database; Https://Www.Newnetherlandinstitute.Org/History-and-Heritage/Digital-Exhibitions/Voyages-of-New-Netherland/#,” n.d.","Captain: Gilde, Simon Cornelisz|Investor: Gilde, Simon Cornelisz|Investor: Schulz, IC"
13933,1802.0,250.0,289.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,0.0,Not captured,Denmark / Baltic,Danish West Indies,Fragata,0,0.0,0.7,0.0,0,0.056,Florida,Other Africa,0.0,0.0,St. Thomas,3.0,Mainland North America,0.044,Sold slaves in Americas - subsequent fate unknown,"Florida, port unspecified",0.1,0.2,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.756,0.244,Caribbean,Africa,"  Hernaes, Per O. Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast. Trondheim, NO: University of Trondheim, 1995.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|  Landers, Jane. Black Society in Spanish Florida. Blacks in the New World. Urbana, IL, USA: University of Illinois Press, 1999.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  Hernaes, Per O. Slaves, Danes, and African Coast Society: The Danish Slave Trade from West Africa and Afro-Danish Relations on the Eighteenth Century Gold Coast. Trondheim, NO: University of Trondheim, 1995.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|  Landers, Jane. Black Society in Spanish Florida. Blacks in the New World. Urbana, IL, USA: University of Illinois Press, 1999.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.",Captain: Kingsley
14138,1803.0,174.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,France,Brigantine,0,0.0,0.49425,0.0,0,0.11494,Gulf coast,West Central Africa and St. Helena,0.0,0.0,Bordeaux,6.0,Mainland North America,0.1092,Sold slaves in Americas - subsequent fate unknown,New Orleans,0.22414,0.28161,0.0,0,Slaves disembarked in Americas,Congo River,0,0.6092,0.39080000000000004,Europe,Africa,"  “Miscelanea de Libros.” Havana, CU, n.d. Archivo Nacional de Cuba.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Miscelanea de Libros.” Havana, CU, n.d. Archivo Nacional de Cuba.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.","Investor: Guilbaud|Investor: Roustand|Investor: Loup,J*|Captain: Edwards, Henry|Captain: Guibert, Auguste"
14524,1810.0,140.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,0,0,0.0,0.0,0.0,0,0.0,Gulf coast,Other Africa,0.0,0.0,0,9.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,0,Africa,"  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.",nan
14913,1694.0,265.0,330.0,0.0,0.0,0.0,31.0,92.9,0.0,0.2,0.0,Not captured,Great Britain,England and Wales,0,0,0.0,0.0,0.0,0,0.0,Virginia,Bight of Biafra and Gulf of Guinea islands,0.0,10.0,London,0.0,Mainland North America,0.0,Voyage completed as intended,"Virginia, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,Calabar,0,0.0,0.0,Europe,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Law, Robin, ed. The English in West Africa, 1691-1699. The Local Correspondence of the Royal African Company of England 3. Oxford, UK: British Academy, 2007.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Law, Robin, ed. The English in West Africa, 1691-1699. The Local Correspondence of the Royal African Company of England 3. Oxford, UK: British Academy, 2007.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Captain: Soane, John|Investor: Royal African Company"
14925,1703.0,92.0,114.0,0.0,278.0,0.0,26.0,89.1,0.0,0.19,0.0,Not captured,Great Britain,England and Wales,0,London,12.0,0.0,8.0,England and Wales,0.0,Virginia,West Central Africa and St. Helena,3.0,8.0,London,6.0,Mainland North America,0.0,Voyage completed as intended,York River,0.0,0.0,0.0,0,Slaves disembarked in Americas,Loango,0,0.0,0.0,Europe,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “York County, Virginia: Deeds, Wills, and Orders.” Microfilm, n.d. Library of Virginia.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “York County, Virginia: Deeds, Wills, and Orders.” Microfilm, n.d. Library of Virginia.","Captain: Arnold, Thomas|Investor: Royal African Company"
14939,1705.0,214.0,248.0,0.0,271.0,0.0,36.0,89.1,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,0,London,0.0,0.0,12.0,England and Wales,0.0,Virginia,Gold Coast,0.0,11.0,London,8.0,Mainland North America,0.0,Voyage completed as intended,York River,0.0,0.0,9.0,0,Slaves disembarked in Americas,Cape Coast Castle,0,0.0,0.0,Europe,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “York County, Virginia: Deeds, Wills, and Orders.” Microfilm, n.d. Library of Virginia.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “York County, Virginia: Deeds, Wills, and Orders.” Microfilm, n.d. Library of Virginia.","Captain: Arnold, Thomas|Investor: Royal African Company"
14975,1688.0,174.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,0,0,0.0,0.0,0.0,0,0.0,Virginia,Bight of Biafra and Gulf of Guinea islands,0.0,9.0,London,7.0,Mainland North America,0.0,Voyage completed as intended,"Virginia, port unspecified",0.0,0.0,0.0,0,Slaves disembarked in Americas,New Calabar,0,0.0,0.0,Europe,Africa,"  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Investor: Royal African Company|Captain: Wilkins, Amos"
15005,1704.0,81.0,100.0,80.0,205.0,0.0,0.0,67.8,34.31,0.19,0.0,Not captured,Great Britain,England and Wales,0,Milford Haven,3.0,0.975,12.0,England and Wales,0.0125,Virginia,Senegambia and offshore Atlantic,6.0,2.0,London,8.0,Mainland North America,0.0,Voyage completed as intended,"Virginia, port unspecified",0.0125,0.0125,11.0,0,Slaves disembarked in Americas,Gambia,Slave insurrection,0.9875,0.012499999999999956,Europe,Africa,"  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Minchinton, Walter E., and Celia King, eds. Virginia Slave Trade Statistics, 1698-1775. Richmond, VA, USA: The Library of Virginia, 1984.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Investor: Royal African Company|Captain: Tozer, John"
